comment,is_spam
"Oh Jack my boy I am sorry to tell you but Gab let’s play it’s just the best thing I saw on her channel sorry to tell you but I’m gonna watch it on her channel I still love you you are my golden boy oh Jackie boy saw the 
Game grumps special anniversary 10 years and it was the sweetest and coolest k I’m just smoking weed and continue watching stray",0.0
Play FH5 hot wheels?,0.0
"I’m not even a cat owner (having a bird instead) and even I mentally said “big stretch” at 3:14 

I’m starting to think it’s just a universal thing for all animals now 😅",0.0
When he gets into the actual city it reminds me of little nightmares 2,0.0
My heart strings are being pulled and I don’t even like cats,0.0
This is gonna be hell for my cat to listen to,0.0
Ok jack you must have the bebe in room for this game play this is disrespect to cats without a bebe present!!!,0.0
"Sooooooo, am i the only one that notices the cat statues everywhere and the cat toys in the laundromat? Lol",0.0
the translation on the wall where the robots are cozied in blankets speaking of the sun and seán mentally translating that as “the disease had to have come on an asteroid!” really got me,0.0
the writing does look a lot like some Korean letters 😂,0.0
How much did you pay for this the store says $30 but it says with premium,0.0
"Great game, Cats, robots and of course NO  FILTHY  MEATBAGS!",0.0
WHERES UNTIL DAWN,0.0
"Humanity being dead, gets my juices flowing as well!",0.0
"Because this is a cat game and my cat is an orange guy too, a lil story: had a vet emergency on Saturday. All Friday Tiger (dats his name) was sick. Threw up his meals. Didn't want to eat. (He's pretty vocal about his food, and food-driven so like…yeah no somethin up.) Got worried of course. Took him to vet. Vet gave him fluids. Tiger within 30 minutes at home screamed at me for food. Blood results just came back (did them cuz he's 10/11, so like a lil older). Kidney disease? No.

Literally my cat was fine except for his electrolytes. Tiger went to the vet because he didn't drink enough water, and throwing up didn't help. $400 down the drain cuz he's a silly cat.🤦‍♀

But he is fine and in good health now. Especially after watching the video with me. Lol",0.0
The beginning of this game def. reminisced to tomb raider.  Was def. waiting for some kind of lost treasure hunt.,0.0
PART 2 PART 2 PART 2 PART 2 PART 2 PART 2 PART 2 PART 2 PLEASE I BEG,0.0
1:36:39 Isnt that the importance of being idle- oasis?,0.0
While i was waching your vid i saw a add for the game,0.0
Oh my god this game is making me stressed,0.0
Sean with the cheeky B99 reference,0.0
Your cat(BB) will be proud of you.,0.0
I have deemed my cat Sir meows a lot of cyber city,0.0
"i just looked up the game and it was created by BlueTwelve studios, so B-12 is a cute little easter egg",0.0
My cat is deeply invested in this game,0.0
omg i didnt know you'd play this can't wait to watch!,0.0
I think that you can stop the music robot by pressing triangle,0.0
How much y'all wanna bet it dies?,0.0
Had to pause 2 seconds in to not spoil it. Downloading it meow.,0.0
"Sean... ""A natural light from a star that landed at our feet and gave warmth""... they're talking about the sun",0.0
Has Jack played hollow knight?,0.0
"Well Jack, you can consider cat's meow as a human's ""Oi"", its meanings are more depended on the scenario and the tone, so learning the mood they are in is a good way to know what they mean.",0.0
I hope the other cats are ok too because I’m about to cry,0.0
"20:22 oh hey, it's Cathan Break from uncharted",0.0
"I've been watching you since the first couple of months you uploaded, I'm really happy to see you still playing game the way you used to, but I also wanted to recommend a game to you. It's the game Gato roboto, a game my friend plays a lot, it's literally metroid as a cat. Happy days, man",0.0
i am your cat ... i to see the stuggle out here and think i will just die its fine,0.0
Jack loves cats and i do to and that game is one of my favorites suprisingly,0.0
I have no clue why but the second I saw the cat and started controlling him I named him Razor. I don't know why. It just felt right,0.0
The BEST part was the cat's reaction after the backpack got put on.,0.0
"did they use ""The Last of Us""  game level as the backdrop for this game ?",0.0
"I just got this game today!
My computer CANNOT handle these graphics, even at the lowest settings. But it’s great anyway. I encountered a few bugs. But i suppose the games only been out for two days.",0.0
What the hell I literally just saw an ad for this game and now this video is in my recommended,0.0
Oh my gosh this video just got rid of all my childhood trauma,0.0
We are all truly here to enjoy our lovable feline friends (and Jack of course),0.0
This is an adorable game. I love kitties and have two of my own. I love that this is totally from the cats point of view. I will definitely get this game.,0.0
This is rainworld,0.0
Purr purr am cat 😺,0.0
"""As a cat owner myself..."" Jack is definitely a cat n00b.  You are the servant, Jack.  You are owned.  Enjoy!  ;)",0.0
Who is bb?,0.0
Not being rude but I miss the old sean were he always swore and was loud and had green hair,0.0
The jacks of us,0.0
Day 4 of asking Jacksepticeye to finish Not For Broadcast.,0.0
"""If you lick it, it'll go away.""",0.0
I feel like I’m the only one who just cried when the cat fell 🥺,0.0
"This game reminds me too much of Little Nightmares, I'm always expecting a jump scare lol",0.0
"Jack's truly made it. Once he makes a video, 20 other YouTubers make one. I love Eddie, Mully, and all of them but none of them will ever be Jack",0.0
"The cat flopping over and hating the backpack thing is incredibly silly to me lol

Also, Sean, the star that leaked light that landed at their feet was the Sun. I believe that writing is supposed to help give a perspective on just how long the city has been sealed over, as the writing speaks as though the Sun, an everyday thing for us, is like some sort of mythical tale as old as time that they don't really know whether truly exists or not.",0.0
"I can't watch this, want to save it for my own playthrough, I come bak",0.0
"Now I want to appreciate my cat more




If I had one",0.0
"Dude I literally just started watching this and when I cat fell I literally started crying, I’m scared of what else this has in store for my sensitive heart",0.0
OMG this adorables! Love you embracing your inner cat in the gameplay! =^.-.^=,0.0
I had to stop at the part when the cat fell because I could not take that.,0.0
"First thing I thought about when I saw is the environment is Hong Kong's walled city Kowloon, I don't know anything about the development of the game, but I'd wager that a lot of inspiration was taken from that city. This explains a lot of the asian influenced environment aspects as well as the fact that the alphabet looked vaguely similar to korean to you. Kowloon walled city was demolished many years ago. We used to have a replica in Kawasaki, Japan, but that is now closed too recently.",0.0
I’m gunna go to sleep I’ll be back in the morning 30:19,0.0
Jack you had to give the poncho to Elliot,0.0
Intros are for nerds,0.0
Catsepticeye,0.0
jack talks about his cat  :the game,0.0
where cute dog game at,0.0
"Finds last notebook

B-12:”Huh there’s a note in this book”

Me: I wonder why hmm 🤔",0.0
when the cat fell at the start is it bad that I laughed at the cat textures then laughed at the cats little scream when it fell,0.0
"Had to call my cat to me, cuddles where needed immediately",0.0
violently quick into,0.0
"Jack is a true cat dad, marvelous.",0.0
Mom😢,0.0
Jack being a cat lover now fills be with joy,0.0
"Jacks anguish when the car feel and started limping matched my own, I felt so bad.",0.0
This video has my cat going wild tho,0.0
It's weird that a cat would need torchlight even tho they have literally Night Vision. Just saying,0.0
I own the six cats so this is very cute,0.0
"36:07 My theory on this is that the robot ur with is the scientist and doesn’t know, successfully transferring its mind in the robot, or the scientist failing to transfer, leaving the robot companion alone.",0.0
"I love cats THIS is awesome , thanks so much for all these vids, lots of love",0.0
The things at 18:46 look like snarks from half life and I only remember that cuz you can feed one in Alyx,0.0
"1:22:29
Two billion five hundred and forty-four million eight hundred and seventy-five thousand five hundred and fifty-six.
In other words, six million nine hundred seventy-two thousand two hundred and sixty-seven point eight years.(6,972,267.8)",0.0
Oh I loved this game the moment I saw previews of it,0.0
He did it he did the meme,0.0
I JUST BOUGHT THIS GAME YESTERDAY!,0.0
I just did a full playthrough before watching anyone else cuz as a cat owner of 4 I instantly wanted to start it,0.0
29:58 this man really looked directly at the batter and asked where it was lol,0.0
what cats (the movie) wishes it was,0.0
I hade a cat named Bibi to i loved her so mutch but we hade to give her away. I hade my heart broken on the way to drop her of she was meowing the way. I miss her so mutch but i hope she is living her best life.😔,0.0
"1:18:37  Cats everywhere: ""Now you know what it's like.  Tell the rest of your people.""",0.0
"6:31 what Jack said here reminded me of Love, Death and Robots. If you know you know.",0.0
You make us so happy Sean thank you for being here.🤍,0.0
mrrr?,0.0
it sucks that the ending of this game is so sad :( at least the cat is Alive :(,0.0
"Can you imagine the developers just watching their pet cats do anything and quickly writing down notes
Or they put a lil backpack on one of their cats and recorded how it walked",0.0
"Jack: Im a cat not a natural disaster

My cat also meowing and screaming pretty much just for the hell of it-",0.0
IVE BEEN SO EXCITED FOR THIS YAYY,0.0
"our cat falls to what may be death and the other cats do the most cat thing possible, they watch",0.0
Purrrrrfect game,0.0
Kinda wierd that Jack did almost everything except the main quest,0.0
"The big stretch part, so true.",0.0
"I hope you continue to play this game, not only is it so calming, who wouldn’t want to be a orange cat😂😂😂",0.0
Apparently the main cat was based off of one of the creators actual cats,0.0
This game lookss good,0.0
No offense but damn it was hard seeing you anxious about missing music after you gave one of the sheets away and all you needed to do was buy the last one,0.0
"I was worried I was getting to the end but there’s still 50 mins left hooray!!! I hope this becomes a SUUUPER long series, I’m absolutely in love with this game already",0.0
They made a game that looks like its from ep2 of Death Love and Robots.... I'm in love! Cats shall rule the world!,0.0
"""It was just a cat Hannah""",0.0
red cat redemption,0.0
He sounds like me when i play a game with excellent graphics or i get attached to a pet in a game that the pet ends up dying anyway. When that happens i turn into reekid  and i just wanna throw my playstation. Shaun ur so wholesome.,0.0
I just want to know if he’s going to upload more until dawn so I should know if I should watch the old series,0.0
My fiancé showed me this game yesterday and I can't wait to play it! I have a cat that looks exactly like this one but mime is a chonker!!,0.0
A group of adult cats is a clowder.,0.0
"When jack said hi to Momo it sounded alot luke how he said hi im conner and i cant get that hi outta my head so now i hear ""hi im cat sent by cat life",0.0
"Game: ""What is a star near the earth that gives light and warmth, and helped plants grow?""
Jack: ""A meteorite with a virus.""",0.0
"My cat Molly would definitely survive the apocalypse. She is cute and vocal and fluffy and loves everyone, so no one would want to harm her. 

She is also a merciless killer with surgically precise murder mittens and can move at the speed of light. When hunting mode is activated, she is an unstoppable force.  

Just ask the mice (and that one vole that one time) she brings into the house because she thinks we're incapable of feeding ourselves so she brings dinner home for us. She brings them home alive so we can practice our hunting. (Other than that one vole that one time.)",0.0
"i thought this was just a cute cat simulator so that first cutscene caught me off guard. i'm so glad he didn't stay hurt long or i might have actually had a breakdown. as it stands i just surprise cried. (i have always lived closely with cats and have experienced several cat deaths that devastated me, so i was not prepared to watch a cat get hurt like that again)",0.0
"This game is absolutely perfect for Jack's attention span, sadly it's slightly irritating to watch him play it.",0.0
"Welcome to ""countdown to whenever this game makes Jack cry.""
It's bound to happen.",0.0
"1:33:00 ""you guys at home will remember"" but Jack I also have ADHD...",0.0
he passes the last battery he needs so many times it kills me.,0.0
Meow,0.0
It's soo cute,0.0
"This I THE GAME for me, I cried the first minute 10/10 would recommend",0.0
"Thank you, you just calmed my mind when I couldnt find anything else to do so. Thank you...",0.0
this is amazing. so much time/thought went into the coding of this it looks like,0.0
Is it just me or do the ads from youtube get more annoying and come more often nowdays ?,0.0
"Man, I was hoping to put this on while I multitasked, but I just had to put everything down and experience the immersion of those gorgeous graphics!",0.0
"At roughly 24:40 Jack talks about this being a game people just need, I totally agree. This last week I caused ~$20k or more in damages at work and ill tell you, this game was awesome to just turn my brain off to and just let the stress melt away.",0.0
The language looks a bit like korean and some chinese characters mixed in too.,0.0
Scary game,0.0
"Kind of sad that not even Jack said Catman, he likes to get on the highground",0.0
This reaminds me of how he reacted to the last guardian or is that just me?,0.0
"Ive had alot of cats come and pass away
So downloading this game",0.0
Jacks gonna get yelled at so much,0.0
29:55 I thought you were messing with us,0.0
I love games with such amounts of freedom - it’s always a joy to perceive,0.0
Currently downloading the game .. cannot wait!,0.0
AHHHH SO HAPPY THIS GAME IS FINALLY OUT,0.0
"I think the ""soft ones"" meant more so of the flesh, not of the weak of emotion. And the ""natural light that helped them grow"" is probably the sun light, not the infection.",0.0
"46:26
It be the sun Sean. It's a star that beams out light and hits the earth's surface, and it is warm, because it be sun",0.0
So this is heaven!,0.0
In the first few minuets this is reminding me of the last of us p2,0.0
"It’s also really interesting, we have robots like these, that are sentient and kind of have emotions, and then you have the robots from Detroit Become Human. It’s also funny because he brought up Markus, which he called Robo-Jesus. I think it’s all coming together.",0.0
I see jacksepticeye on poppy play time,0.0
Hey jack the second episode is blocked,0.0
"Game idea! An Alien Isolation type game following the first Alien movie. You play as Ripley's cat, Jonesy.",0.0
Just got a new kitten just before the game came out. Love my tiny kitty.,0.0
Dog's are better but cats are ok,0.0
"""OH I CAN JUMP HIGH""
Me who has observed my cat making a 6ft verticle jump before; yeah they do that",0.0
Paid ?,0.0
God of war ragnarok is on  ps4 or ps5 now I wonder if jacks gonna play it,0.0
30:36 me screaming ITS RIGHT THERE!,0.0
"Jack: ""I only have 4?!? Oh my god there's so many more lying around out there!""
... meanwhile there are only 2 he has to find and 1 he has to buy 💀",0.0
"8:56

""Fly you fools!",0.0
"Also, Jack keeps talking about the Outside like he's never been there. Didnt the cat fall down into the flat from the Outside??",0.0
has anyone ever seen love death plus robots episode three robots?,0.0
im soooo ready for like an 18 part series,0.0
It’s been a while since I’ve seen a game where you play as evil incarnate 😂,0.0
"So glad you're playing this!! When I started my playthrough I literally said I hope Jack plays this game, he'll definitely love the lighting and environments. Thanks for all the amazing content over the years! 🥰",0.0
"My brother just told me that this game came out and then I saw this, and I understood immediately what game it was so I click",0.0
"As the favored human servant of a purrboi I can say with confidence, that the most unrealistic part of this game is the kittykitty listening to requests",0.0
Its also 40C here in Canada and it's really humid too DX,0.0
I have a theory for why the language is unreadable to the player. You're a cat. Cats tend to not know how to read.,0.0
44:55 usually to quarantine something you want to keep it in,0.0
"Translation: natural light that leaked from a star and landed at out feet. This light caused warmth and well-being in our ancestors; it helped them grow
Me: Ahhhh so sun light
Jack: So it’s an infection that landed on their feet
😭😭😭",0.0
"What’s funny is this game is practically made for people with ADHD to play, with the little side quests and mini games you can play. From the knitting of the poncho, to the bag on the cat, and so on. Yes, they nailed the behavior of the cat, but as a person with ADHD, I think it’s also good for people who also have it to play Stray. I dunno, I’m just rambling. The point is, it’s nice to see Jack playing this and having so much fun with it, as he himself has ADHD.",0.0
i was just about to get the game then i saw this video so i have to check it out first,0.0
"6:27 Love Death + Robots, anyone?",0.0
Just as Jack said “oh it’s raining” it started down-pouring outside my house 😹,0.0
The title should be Jack fan girling about cats for 1:42:18 😂,0.0
"No shit we’re called the soft ones, everyone these days is just so sensitive about pretty much everything.",0.0
"Not for me, but enjoy the game.  It’s beautiful and probably fun, but too short and very little replay potential.  Great Video.",0.0
Jack being a cat dad for 1 hour and 42 minutes,0.0
the end of the game is so sad,0.0
I need a compilation of jack gushing over graphics,0.0
"Jack: I bet the outside isn't even livable anymore

The outside from the start of the game: you bet wrong",0.0
"Since no one else answered this:

Vitamin B-12 (cobalamin) plays an essential role in red blood cell formation, cell metabolism, nerve function and the production of DNA, the molecules inside cells that carry genetic information. Food sources of vitamin B-12 include poultry, meat, fish and dairy products.",0.0
When he said when all humanity dies I thought in my mind  they do have 9 lives,0.0
Just got back from Drum Camp to find Jack-a-boy uploaded my favorite game. A delightful surprise.,0.0
As a cat owner i have to play it,0.0
Bought it! ♥ ♥ ♥,0.0
im sure you've seen this a million times but the pancho is for elliot,0.0
Me over here kissing my kitty,0.0
"LETS GOOOOOOOOOOO, RIGHT 
AFTER I POSTED THE COMMENT",0.0
"Jack: *starts talking about lighting*
Me: *infamous second son flashbacks*",0.0
I highly recommend Jack to get into Warriors if he loves this game and cats in general,0.0
now cat want hurt me :(,0.0
I feel like Im cheating myself bc I wanna play it before watch you play but Im not gonna be home for like a month. And its so hard to not watch bc I was so excited for this game,0.0
I have this game and genuinely have no idea what's going on. I'm just hehe cat! Fuck the story. Cat.,0.0
Also good video keep it up,0.0
"Hey, Jack I know this is totally off-topic but, will you be playing the full version of they are here alien abduction horror when it comes out in 2023?",0.0
I like how I needed to stop watching and exactly at 20:00 and was when everything was calm again like a checkpoint area,0.0
"Jack: “beautiful graphics”
Me: “ wait is that a body?”
12:00",0.0
"The sun is a star

🤣",0.0
"Video: is #1 on trending for gaming
Me: AS IT SHOULD BE
Nine minutes in, and we already have sad scene.",0.0
I miss my cat. RIP shadow ❤️. 15 years was too short.,0.0
This is one of the only games I want to 100%,0.0
I no I'm having you some box fan big enough to turn a small cat into hamburger meat,0.0
*_I can already see speedruns…_*,0.0
Please make more tomorrow I'm so invested,0.0
Me waiting for you to continue your replay of Until Dawn: 👁👄👁,0.0
spoiler alert: midtown and anttown this are citys you will future explore,0.0
did they use the pink trombone to use as the robots voices? I heard it in momos voice a lot,0.0
For some reason this game seriously reminds me of the three robots episode from love death and robots.,0.0
my previous cats name was Bibi she is dead i miss her,0.0
1:37:36 sounds like spider dance from undertale,0.0
Cat owners like me and jacksepticeye love and like everything about cats. I am friendly to cats and most cats can tell I am friendly and let me pick them up.,0.0
Jack by the way the outside is where you started at the beginning of the game cause you were able to see the sky,0.0
I'm dying because of cuteness,0.0
"I guess the place your mind went when expecting shitty visuals was goat/deer simulator.

Meanwhile the rest of us where thinking Triko (toriko) since the first 5 seconds

Ps. anyone else counting the times he almost falls, you know because of the whole 9 lives thing...",0.0
I really wish I could share pics here cause my kitty Patches was watching Jack play the whole time. Can't wait to watch the other videos with him!,0.0
"Omg that's exactly my husband. He's a dog lover and I'm a cat lover. We got 2 cats though and he's incredibly in love with them. I hate the stereotype people give cats, that their evil, cats love just as much as dogs do. Every animal loves you just gotta treat them with love as well.",0.0
Is it just me or did the part at the beginning where the cat fell as the other cats looked at you reminded me of the Lion King,0.0
"As much as I want to experience this game myself, I can help but to watch and adore the game and Sean's gameplay/commentary",0.0
Kitty kitty kitty kitty 😺 rocking everywhere 😺😺😺💖,0.0
"30:05 Jack not seeing the battery hurt my soul, I didn't see the other ones but I saw that one immediately",0.0
what BB is saying is give food now food food give,0.0
"Cat game, game about cat",0.0
My cat and I thoroughly enjoyed this. Ten toe beans out of ten.,0.0
"I actually knew a cat that would fake a limp whenever he made someone angry to make them feel bad. Cats are smart when they want to be, never when it’s to your benefit though.",0.0
Fun fact the vitamin B12 can make mosquitoes and black flies not bight you at all or a little bit less,0.0
Now we just need Jack with Bebe playing this game,0.0
"This reminds me of the aristocats, Everybody wants to be a cat, because the cats the only cat who knows where it's at",0.0
Its like the Last of us but cats,0.0
"Me when person falls into an abyss during a game: ah, you're fine, walk it off

When a cat falls: NOOoOO you're ok, my heart can't take this, your gonna be fine, don't die, it's gonna be ok",0.0
"@13:18 jack talks about how cats chitter at birds, and then kind of mimicked a bird call with meows, I just put together that they do that because cats instinctively hunt birds",0.0
Call the cat Cali for calico,0.0
I would watch cat videos with Sean.,0.0
so has any one else spotted QR codes on TV advert channels on game that convert to binary,0.0
genuinely think this game was made for jack! great lighting and... cats and its a ginger cat since he is irish 😎 AND A BUCKET,0.0
"Is anyone going to tell him that he gave the 5/8 sheet to the musician


Na he may find out by him self",0.0
"Fur baby Supremacy, Jack is a cat dad",0.0
Omfg dude you played it too? I just binged through it and finished in like 8 hours. Honest to god it made me cry. You will love it!!,0.0
Love how Sean just casually disses BB by saying he wouldn't even attempt to survive in a post apocalypse,0.0
THIS IS THE KIND OF CONTENT I NEED TO SEE RN ☝️,0.0
"I'm a cat owner myself of two fur babies, a loaf named Ziggy and a Diva/Queen Maisy and they are just the cutest little things I've ever had. This is absolutely incredible, 100/10 in the first minute of watching this

Add on - I'm watching this with both my cats and everytime they hear the meow, they perk up to look for the sound",0.0
"I love this, holy moly!!",0.0
Speaking if Nathan drake jack should play uncharted again. I’d love to see a revisit of that series,0.0
What if the robot is the scientist and that wierd white pod thing has his body inside it. But its been so long so he forgot who he was,0.0
"Anyone else see the thumbnail and just go
Warrior cats..........",0.0
"i just watched the end of the last of us 2 on your channel and a s soon as i turn on the video "" it's not the last of us it's the cats of us""",0.0
how could a live stream get so many views,0.0
"""The ancient stories speak of natural light that leaked from a star and landed at our feet. The light caused warmth and well-being in our ancestors; it helped them to grow"" That sounds like they're describing the sun.",0.0
THE NEW GENERATION BABY THE FUTURE IS NOW,0.0
That was the best intro you’ve ever done 😂😂,0.0
"i've been waiting for this for so long, it looks so cute 😭",0.0
46:30 the sun,0.0
Don't worry the poncho is part of the main quest. Also the button is somewhere of the cats bag thing.,0.0
"Watching Jack react to the weird gross crab things 

Me who has finished the game: *oh you got a big storm coming*",0.0
"perfectly timed! was debating on buying this game because i usually dont like spending money on things i wont enjoy or games that are over too soon, so watching you play the beginning will definitely help me decide if i want to buy it or not!",0.0
"*Gasp* I havent started the video yet; is this that cat game I heard about where you go around solving crimes as a gang of cats?

Edit: I have officially named the main cat Kai. His brothers that he was separated from are Cole (the black one), Zane (the white one), and Jay (the red/white one).",0.0
"Its not a backpack, its a catpack lol",0.0
Just watched it it’s been 10 hrs since posted and I already want another vid immediately,0.0
this video is good yes,0.0
I want this game on the Switch so bad,0.0
This may be the best series yet. Please lets play this game 110%. I need this.,0.0
Cat are my favorite animal,0.0
I need it 😭,0.0
idk the lore can some one fill me in?,0.0
My 3 year old son and I watched this earlier on the tv… we need this game lol,0.0
We should get a bb cam while jack plays this series:),0.0
it was the sun jack,0.0
The intro reminded me of tunic a game in love but it's very hard to play,0.0
Jacksepticat,0.0
The perfect game doesn't ex...,0.0
"First of all, good to know I'm not the most crazy cat person, thanks Jack. Second, I've got a (oldish) spotted white-belly tabby and a six-year-old black cat, both from the same shelter and I SWEAR, THE GAME ONES LOOK LIKE OLIVER AND LUKE. Like, down to Oliver's tail spot",0.0
First 10 mins of the video and it made me cry 😂,0.0
"I love this game, i also just started",0.0
I love how jack says “Biiiiiigggg Stretch every time the cat stretches.,0.0
I played this game yesterday and my first thought was “Jack would love this game” and here we are,0.0
It's what's left of the world after it re terraformed itself after SOMA,0.0
the record for denmarks heat was also broken the same day,0.0
i almost cried when the cat fell the first time,0.0
"Highly recommend this game to everyone. BEAUTIFUL story, I want a Stray 2. Storyline is reallyyyy interesting and the gameplay is horrifying and beautiful.",0.0
"I just got this game yesterday, I've been waiting soo long for its release, and I LOVE IT!! I'm going to finish it before watching Sean's gameplay. When I started playing, I immediately thought, ""Sean would love this."" I definitely wasn't surprised this morning when I saw his recent upload haha.",0.0
This game was so refreshing. I'd love to see a sequel. The robot and cat dynamic in this world has a lot more storytelling potential imo,0.0
"for the record, 2,544,875,556 days is just under 7 million years.",0.0
"This is such a cool game, the main character looks like the best cat I ever had Jasper",0.0
I love this it makes me think of warrior cats,0.0
I loved the start because its just facts,0.0
Stopped watching almost immediately because I already got attatched to it and can’t bear to see anything bad happen to it or any other cat,0.0
"You know how you were playing Stray the game right now? There was a commercial, of the same game!",0.0
So now I can't watch you OR Gab??? I eventually want to play this (if it comes down in price or goes on a super sale) and don't want spoilers. 😭😭,0.0
"I’m gonna be 110% with y’all. I bawled my eyes out when the cat got separated from its family, I’m talking ugly sobs and hiccups while holding my cat. I’m a bit emotional to say the least :,)",0.0
If the ending is not the cat reunited with their friends I’m going to sentimentally die,0.0
OOH I heard about this game. I can’t play it though.,0.0
I already want more.,0.0
im at the 7th minute of this vid and the compound is giving me maze runner vibes,0.0
1:22:27 thats 6.9 (nice) million years...,0.0
I can relate because i have a couple cats and they are pretty chaotic but its worth it because they love me which is a rare occurrence when owning a cat,0.0
"Writing on the wall speaking about the sun:
Jack: maybe it was a disease",0.0
I literally just finished re-watching your The Last Guardian playthrough so this is amazing,0.0
I got this game today and decided to start playing when I got home. Intended to play through the intro and get started then go to bed since I have work in the morning. Only planed on playing a few minutes right. I started playing at about 8:20 ish. It is now 12am. This game is an absolute delight and I can't put it down. Will I be exhausted in the morning? Yes. Is it worth it? Absolutely.,0.0
"i’ve not heard one single negative comment about this game (apart from that one annoying trophy😂), as a cat lover im so happy this game is doing so well! disappointed with how short it was, about 5 hours BUT the graphics, the movement, everything is amazing! quality over quantity 🐈",0.0
"Am I the only one who at the part when kitty fell and Jack got emotional I was waiting for seàn to scream ""BB COME HERE I NEED YOU HERE TO HOLD YOU FOR EMOTIONAL SUPPORT!!!"" 🤣",0.0
Hey Jackaboy can't wait for part 2.....😁 you rock😎,0.0
I WANT UNTIL DAWN!!,0.0
when the cat fell i actually almsot started crying I cant play this game,0.0
Anyone else's cats actually sit and watch this one mine were pawing and meowing back at the cats on screen,0.0
"Wow, the start of this game is just like Rain World.",0.0
where is until dawn,0.0
Hate cats they are useless creatures but glad to watch this game it's really an interesting thing to see in a development point of veiw tho still hate cats they can be pet food it's the only use iv seen in the mistakenly made creatures sorry not srry,0.0
That ain't a backpack that's a catpack,0.0
what happened to the redo of until dawn?,0.0
the fact that jack didnt understand that the light that would come from a star and come to the soft one's feet was just the sun😭😭💀,0.0
The number of days that the humans were gone is almost 7 million years,0.0
More!,0.0
You- you missed the chance to say meowtrix 💀,0.0
"The long awaited sequel to “press Y to honk”
“Press 🔘 to meow”",0.0
the game has only been out for like an day or 2. and i have already beaten it..... i need help,0.0
"heya jack, sorry you have been feeling a bit down. just thought id let you know that iv been binging your vids recently and they have been really making me happy! Iv been searching for a job an its been nice to have company of sorts. Hope you feel better soon!",0.0
"I’ve been in a funk too. I broke my tooth, can’t get into the dentist for a week so eating is a bitch! My I’ve been having more panic attacks recently alongside depression and my dr is talking about taking me off my adhd meds which is only making it worse bc I was finally starting to feel better it’s just sometimes I go through phases. But this game has really been helping. I wish I had a ps5 so I didn’t have to live it vicariously through you and gab. It’s funny I’m 100% a dog person, I like cats , I just prefer something a lil needier lol (that doesn’t pop inside the house, I despise a litter box). I do have a kitty. And this game is making me want to work on our bond a bit more. (She’s always been super independent, and skittish except for me, so I just leave her be and let her come to me when she wants. But now I feel like hunting her down and bribing for affection.)  Lol",0.0
jack i love your hat,0.0
"I absolutely adored this game. I saw it last night on my Google feed and thought about tweeting it at Jack. However, the next day he had already uploaded the video of stray. He was already one step ahead. I love this man & I hope to continue enjoying the rest of the videos that he does. 💚",0.0
This is just the cutest!!! 🥹🥹❤️,0.0
I wish I could play but it’s not on Xbox 🥺,0.0
Jack did you know there’s an achievement if you meow 100 times,0.0
"I was playing through this game and i literally thought to myself ""this is Jack's kinda game"" and sure enough he did a video on it 😂😂😂😂",0.0
Can't wait to see the speedrun strats.,0.0
Jacks reaction to anything cute the cat did warmed my heart,0.0
"Now, ecuse moi i need to pet my cat",0.0
Oooohhhhhhh I HAVE SEEN THIS GAME ON TIKTOK LIKE WEEKS AGO! IM SO EXCITED😆,0.0
"Jack: Can I sprint?

Also Jack: Pushes the meow button


Jack's eyes: O_O",0.0
"Jack, since you like worlds set in this kind of apocalypse, please try out the metro franchise, it’s set in a world similar to this",0.0
YESS! ive seen some stuff about this game on tiktok but since i cant play it myself ive been waiting for someone else to play it on yt,0.0
"This game has major little nightmares energy, I love how the game never makes that cat so you can always just make up a name, mine is Callisto",0.0
b 12 r energy pills i take one every day,0.0
I think he’s doing a part two Fast #1 trending for gaming,0.0
13:24 <---- press over and over,0.0
I have dog,0.0
"I’m really not into cats , see in the neighborhood that I’m from we have a cat problem . They tend to tear up Gardens & crap everywhere & the only thing we as the neighborhood are allowed to do is use humane traps to catch them & take them to the nearest animal Shelter & if someone dose not claim them in 10 days I think they put them down but don’t quote me on that , they may not do that anymore I really don’t know . All I know is that they’re not in my neighborhood anymore & I don’t have to deal with them tearing up stuff & craping everywhere . I think there should be a law that if you own any animal you should be a responsible owner & take the necessary steps to keep your pet from doing damage to other peoples property .",0.0
Humans don't deserve animals lol,0.0
Is that the path our parents walked to school on,0.0
i hope this is not a self promotion but i am as well playing this but also made a stream or two but i now have to record gameplay since my brother Vopro is uploading a video to his channel and we share the same modem,0.0
"Ughhhhhhhh!!!!! Not fair!!!! I so want to play this game, but like all my favorite YouTubers are beating me too it!!!! I want the game, but I don't want to be spoiled!!!!! Ughhhhh! Choices! Choices! Choices!",0.0
My cat is following me around right now,0.0
This was painful to watch. He missed so much and was so oblivious to things In his face.. the last music sheet was the one he needed to buy and he looked for like 15 minuets after he had bought the wire. And then the battery was right in his face.,0.0
Petition to name the cat Rusty. After a certain cat in a fictional book series...,0.0
My friend's cat is an accordion.,0.0
This game making me miss my cat back home. Couldn't bring her over when I initially moved to the UK because the company I was using fell through so I have to wait until September and I miss her like crazy! At least I have this fake cat to get me through...,0.0
hey jack ijust wanted to tall u that u do go back to that area and the scarf is used later in the story so udont have to go looking for who needs it,0.0
I love Jack saying “oooh big stretch” is great because I swear any car owner says that,0.0
"Thanks for this.

Hopefully I can play one day.",0.0
"Just watched gab play yesterday and so excited you are now playing to, I already love this game so much, imo it's game of the year.",0.0
